0, 0.0436
1, 0.0644
2, 0.0610
3, 0.0712
4, 0.0733
5, 0.0860
6, 0.0774
7, 0.0854
8, 0.0850
9, 0.0693
10, 0.0714
11, 0.0723
12, 0.0728
13, 0.0732
14, 0.0588
15, 0.0480
16, 0.0637
17, 0.0595
18, 0.0564
19, 0.0495
20, 0.0676
21, 0.0703
22, 0.0666
23, 0.0660
24, 0.0644
25, 0.0786
26, 0.0885
27, 0.0905
28, 0.0778
29, 0.1013
30, 0.0951
31, 0.0814
32, 0.0757
33, 0.0877
34, 0.0867
35, 0.0668
36, 0.0714
37, 0.0627
38, 0.0525
39, 0.0397
40, 0.0437
41, 0.0493
42, 0.0346
43, 0.0448
44, 0.0481
45, 0.0511
46, 0.0426
47, 0.0378
48, 0.0484
49, 0.0671
50, 0.0495
51, 0.0744
52, 0.0772
53, 0.0657
54, 0.0544
55, 0.0633
56, 0.0644
57, 0.0512
58, 0.0532
59, 0.0457
60, 0.0492
61, 0.0416
62, 0.0299
63, 0.0393
64, 0.0195
65, 0.0150
66, 0.0281
67, 0.0163
68, 0.0404
69, 0.0408
70, 0.0478
71, 0.0430
72, 0.0483
73, 0.0377
74, 0.0655
75, 0.0643
76, 0.0507
77, 0.0769
78, 0.0580
79, 0.0619
80, 0.0620
81, 0.0615
82, 0.0459
83, 0.0479
84, 0.0522
85, 0.0539
86, 0.0438
87, 0.0526
88, 0.0418
89, 0.0364
90, 0.0344
91, 0.0398
92, 0.0428
93, 0.0472
94, 0.0542
95, 0.0445
96, 0.0457
97, 0.0695
98, 0.0708
99, 0.0589
100, 0.0573
101, 0.0630
102, 0.0853
103, 0.0850
104, 0.0706
105, 0.0551
106, 0.0601
107, 0.0649
108, 0.0564
109, 0.0599
110, 0.0526
111, 0.0290
112, 0.0267
113, 0.0338
114, 0.0337
115, 0.0209
116, 0.0272
117, 0.0344
118, 0.0470
119, 0.0322
120, 0.0448
121, 0.0471
122, 0.0692
123, 0.0565
124, 0.0598
125, 0.0589
126, 0.0520
127, 0.0711
128, 0.0578
129, 0.0458
130, 0.0654
131, 0.0581
132, 0.0559
133, 0.0306
134, 0.0261
135, 0.0413
136, 0.0361
137, 0.0222
138, 0.0210
139, 0.0170
140, 0.0360
141, 0.0254
142, 0.0454
143, 0.0474
144, 0.0338
145, 0.0472
146, 0.0457
147, 0.0618
148, 0.0601
149, 0.0477
150, 0.0669
151, 0.0610
152, 0.0663
153, 0.0417
154, 0.0424
155, 0.0457
156, 0.0429
157, 0.0267
158, 0.0251
159, 0.0338
160, 0.0167
161, 0.0300
162, 0.0338
163, 0.0242
164, 0.0135
165, 0.0354
166, 0.0462
167, 0.0505
168, 0.0373
169, 0.0343
170, 0.0613
171, 0.0499
172, 0.0443
173, 0.0572
174, 0.0637
175, 0.0551
176, 0.0455
177, 0.0628
178, 0.0535
179, 0.0401
180, 0.0548
181, 0.0367
182, 0.0220
183, 0.0360
184, 0.0296
185, 0.0273
186, 0.0223
187, 0.0158
188, 0.0301
189, 0.0251
190, 0.0343
191, 0.0485
192, 0.0512
193, 0.0578
194, 0.0722
195, 0.0505
196, 0.0653
197, 0.0635
198, 0.0819
199, 0.0800
200, 0.0628
201, 0.0800
202, 0.0609
203, 0.0603
204, 0.0611
205, 0.0571
206, 0.0556
207, 0.0569
208, 0.0418
209, 0.0458
210, 0.0555
211, 0.0486
212, 0.0468
213, 0.0674
214, 0.0559
215, 0.0694
216, 0.0827
217, 0.0679
218, 0.0710
219, 0.0770
220, 0.0807
221, 0.0798
222, 0.0900
223, 0.0847
224, 0.1022
225, 0.0919
226, 0.0952
227, 0.0731
228, 0.0820
229, 0.0553
230, 0.0671
231, 0.0563
232, 0.0489
233, 0.0483
234, 0.0425
235, 0.0489
236, 0.0654
237, 0.0433
238, 0.0610
239, 0.0700
240, 0.0526
241, 0.0551
242, 0.0581
243, 0.0708
244, 0.0780
245, 0.0736
246, 0.0732
247, 0.0624
248, 0.0805
249, 0.0541
